ID,Data,Produto,Categoria,Quantidade,Preço
2753,2023-11-21,Leite Integral 1L,Laticínios e Frios,1,6.59
2754,2023-05-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.65
2755,2023-03-21,Banana Prata Kg,Hortifrúti,9,6.36
2756,2023-02-26,Leite Integral 1L,Laticínios e Frios,3,6.29
2757,2023-04-27,Banana Prata Kg,Hortifrúti,3,8.71
2758,2023-01-10,Detergente Líquido 500ml,Limpeza,2,3.13
2759,2023-07-15,Banana Prata Kg,Hortifrúti,4,5.67
2760,2023-02-04,Água Sanitária 1L,Limpeza,8,5.21
2761,2023-05-13,Sabão em Pó 1kg,Limpeza,4,21.73
2762,2023-09-09,Arroz Branco 5kg,Mercearia,2,33.46
2763,2023-06-06,Tomate Kg,Hortifrúti,3,9.21
2764,2023-03-24,Refrigerante 2L,Bebidas,5,8.17
2765,2023-03-27,Arroz Branco 5kg,Mercearia,9,28.59
2766,2023-11-04,Água Sanitária 1L,Limpeza,8,5.64
2767,2023-06-03,Água Sanitária 1L,Limpeza,2,6.34
2768,2023-12-24,Leite Integral 1L,Laticínios e Frios,9,6.09
2769,2023-06-25,Arroz Branco 5kg,Mercearia,6,34.99
2770,2023-04-06,Iogurte Natural Copo,Laticínios e Frios,3,4.06
2771,2023-10-18,Refrigerante 2L,Bebidas,8,8.57
2772,2023-06-24,Arroz Branco 5kg,Mercearia,9,29.47
2773,2023-02-06,Detergente Líquido 500ml,Limpeza,4,2.26
2774,2023-04-05,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,16.52
2775,2023-12-14,Banana Prata Kg,,9,8.96
2776,2023-06-14,Biscoito Recheado,Mercearia,2,3.39
2777,2023-04-24,Água Mineral 1.5L,Bebidas,10,2.48
2778,2023-05-23,Suco de Laranja 1L,Bebidas,8,12.08
2779,2023-02-17,Iogurte Natural Copo,Laticínios e Frios,10,4.7
2780,2023-09-17,Feijão Carioca 1kg,Mercearia,9,9.3
2781,2023-03-24,Sabão em Pó 1kg,Limpeza,2,15.77
2782,2023-07-31,Tomate Kg,Hortifrúti,5,9.49
2783,2023-07-23,Sabão em Pó 1kg,Limpeza,3,24.81
2784,2023-12-15,Feijão Carioca 1kg,Mercearia,7,8.74
2785,2023-02-07,Biscoito Recheado,Mercearia,2,3.53
2786,2023-03-15,Suco de Laranja 1L,Bebidas,4,12.89
2787,2023-06-30,Sabão em Pó 1kg,Limpeza,8,17.15
2788,2023-01-13,Água Mineral 1.5L,Bebidas,1,4.0
2789,2023-03-21,Água Mineral 1.5L,Bebidas,10,3.15
2790,2023-10-27,Água Mineral 1.5L,Bebidas,2,3.95
2791,2023-05-29,Água Mineral 1.5L,Bebidas,10,2.86
2792,2023-03-17,Cebola Kg,Hortifrúti,10,7.68
2793,2023-03-08,Detergente Líquido 500ml,Limpeza,2,4.21
2794,2023-10-28,Tomate Kg,Hortifrúti,7,7.96
2795,2023-11-16,Cebola Kg,Hortifrúti,1,5.39
2796,2023-05-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,14.48
2797,2023-12-26,Leite Integral 1L,Laticínios e Frios,1,6.84
2798,2023-01-16,Leite Integral 1L,Laticínios e Frios,4,7.9
2799,2023-03-26,Banana Prata Kg,Hortifrúti,7,6.77
2800,2023-01-13,Biscoito Recheado,Mercearia,4,3.15
2801,2023-03-15,Água Mineral 1.5L,Bebidas,3,3.64
2802,2023-03-17,Detergente Líquido 500ml,Limpeza,7,3.96
2803,2023-03-20,Feijão Carioca 1kg,Mercearia,8,9.68
2804,2023-03-31,Iogurte Natural Copo,Laticínios e Frios,9,3.49
2805,2023-03-27,Água Sanitária 1L,Limpeza,10,6.19
2806,2023-03-23,Suco de Laranja 1L,Bebidas,8,8.98
2807,2023-02-07,Suco de Laranja 1L,Bebidas,6,9.88
2808,2023-05-12,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,16.38
2809,2023-05-14,Feijão Carioca 1kg,Mercearia,4,11.29
2810,2023-05-28,Suco de Laranja 1L,Bebidas,5,8.53
2811,2023-08-20,Refrigerante 2L,Bebidas,6,9.55
2812,2023-03-06,Iogurte Natural Copo,Laticínios e Frios,5,3.06
2813,2023-05-23,Iogurte Natural Copo,Laticínios e Frios,9,3.87
2814,2023-08-09,Biscoito Recheado,Mercearia,8,4.97
2815,2023-12-30,Banana Prata Kg,Hortifrúti,6,6.71
2816,2023-05-03,Suco de Laranja 1L,Bebidas,5,12.23
2817,2023-06-13,Sabão em Pó 1kg,Limpeza,3,17.92
2818,2023-11-28,Cebola Kg,Hortifrúti,7,9.92
2819,2023-03-28,Banana Prata Kg,Hortifrúti,10,7.66
2820,2023-08-13,Arroz Branco 5kg,Mercearia,1,31.85
2821,2023-09-18,Banana Prata Kg,Hortifrúti,1,5.56
2822,2023-02-09,Arroz Branco 5kg,Mercearia,5,30.04
2823,2023-05-16,Sabão em Pó 1kg,Limpeza,2,17.61
2824,2023-08-08,Detergente Líquido 500ml,Limpeza,4,3.42
2825,2023-01-31,Iogurte Natural Copo,Laticínios e Frios,9,5.14
2826,2023-02-05,Feijão Carioca 1kg,Mercearia,8,8.91
2827,2023-09-22,Tomate Kg,Hortifrúti,2,10.06
2828,2023-03-17,Feijão Carioca 1kg,Mercearia,10,8.12
2829,2023-04-27,Iogurte Natural Copo,Laticínios e Frios,7,3.48
2830,2023-02-09,Banana Prata Kg,Hortifrúti,7,8.75
2831,2023-12-03,Suco de Laranja 1L,Bebidas,1,11.49
2832,2023-08-10,Banana Prata Kg,Hortifrúti,10,6.83
2833,2023-06-16,Cebola Kg,Hortifrúti,2,8.36
2834,2023-03-16,Sabão em Pó 1kg,Limpeza,8,15.22
2835,2023-01-24,Suco de Laranja 1L,Bebidas,1,9.03
2836,2023-07-13,Detergente Líquido 500ml,Limpeza,7,3.37
2837,2023-01-02,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.73
2838,2023-03-29,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,15.43
2839,2023-05-22,Biscoito Recheado,Mercearia,2,3.52
2840,2023-10-16,Feijão Carioca 1kg,Mercearia,7,10.75
2841,2023-12-05,Tomate Kg,Hortifrúti,2,9.23
2842,2023-06-02,Leite Integral 1L,Laticínios e Frios,9,6.33
2843,2023-06-09,Água Sanitária 1L,Limpeza,10,5.76
2844,2023-08-15,Biscoito Recheado,Mercearia,6,4.55
2845,2023-09-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,13.1
2846,2023-07-20,Arroz Branco 5kg,Mercearia,9,29.73
2847,2023-08-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,13.07
2848,2023-12-01,Queijo Mussarela Fatiado 200g,Laticínios e Frios,7,16.49
2849,2023-04-20,Tomate Kg,Hortifrúti,2,8.58
2850,2023-08-01,Tomate Kg,Hortifrúti,10,7.33
2851,2023-04-25,Água Mineral 1.5L,Bebidas,3,3.91
2852,2023-06-24,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,13.47
2853,2023-01-23,Leite Integral 1L,Laticínios e Frios,9,5.71
2854,2023-04-13,Suco de Laranja 1L,Bebidas,7,12.35
2855,2023-04-26,Sabão em Pó 1kg,Limpeza,1,19.08
2856,2023-08-28,Detergente Líquido 500ml,Limpeza,5,4.0
2857,2023-10-17,Suco de Laranja 1L,Bebidas,1,12.87
2858,2023-09-09,Refrigerante 2L,Bebidas,5,7.12
2859,2023-10-30,Banana Prata Kg,Hortifrúti,1,6.58
2860,2023-10-12,Detergente Líquido 500ml,Limpeza,8,3.08
2861,2023-08-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,16.13
2862,2023-03-26,Água Mineral 1.5L,Bebidas,7,3.2
2863,2023-08-29,Cebola Kg,Hortifrúti,5,9.85
2864,2023-06-27,Arroz Branco 5kg,Mercearia,1,27.64
2865,2023-01-25,Refrigerante 2L,Bebidas,2,8.72
2866,2023-04-19,Água Sanitária 1L,Limpeza,10,6.25
2867,2023-10-01,Iogurte Natural Copo,Laticínios e Frios,3,4.68
2868,2023-01-12,Iogurte Natural Copo,Laticínios e Frios,3,4.5
2869,2023-05-01,Biscoito Recheado,Mercearia,4,4.3
2870,2023-01-07,Feijão Carioca 1kg,Mercearia,3,11.32
2871,2023-02-24,Feijão Carioca 1kg,Mercearia,9,9.14
2872,2023-06-03,Feijão Carioca 1kg,Mercearia,9,8.89
2873,2023-05-21,Sabão em Pó 1kg,Limpeza,10,19.95
2874,2023-11-08,Banana Prata Kg,Hortifrúti,8,7.18
2875,2023-06-26,Feijão Carioca 1kg,Mercearia,8,8.14
2876,2023-01-01,Detergente Líquido 500ml,Limpeza,4,4.14
2877,2023-03-24,Sabão em Pó 1kg,Limpeza,5,20.07
2878,2023-12-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,13.34
2879,2023-08-14,Arroz Branco 5kg,Mercearia,5,31.94
2880,2023-06-02,Água Sanitária 1L,Limpeza,8,6.78
2881,2023-11-18,Iogurte Natural Copo,Laticínios e Frios,9,5.65
2882,2023-08-12,Tomate Kg,Hortifrúti,6,11.73
2883,2023-05-12,Água Sanitária 1L,Limpeza,3,5.69
2884,2023-08-04,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,15.16
2885,2023-10-14,Leite Integral 1L,Laticínios e Frios,7,7.62
2886,2023-05-13,Banana Prata Kg,Hortifrúti,10,7.47
2887,2023-01-28,Tomate Kg,Hortifrúti,4,8.65
2888,2023-12-05,Detergente Líquido 500ml,Limpeza,2,3.45
2889,2023-10-25,Arroz Branco 5kg,Mercearia,1,25.77
2890,2023-07-11,Suco de Laranja 1L,Bebidas,3,9.35
2891,2023-08-13,Tomate Kg,Hortifrúti,8,10.97
2892,2023-08-19,Refrigerante 2L,Bebidas,4,8.32
2893,2023-07-04,Sabão em Pó 1kg,Limpeza,4,18.39
2894,2023-10-19,Cebola Kg,Hortifrúti,2,5.05
2895,2023-09-13,Feijão Carioca 1kg,Mercearia,8,10.2
2896,2023-01-06,Água Sanitária 1L,Limpeza,3,4.89
2897,2023-12-14,Cebola Kg,Hortifrúti,7,7.49
2898,2023-03-22,Refrigerante 2L,Bebidas,2,9.92
2899,2023-11-21,Água Mineral 1.5L,Bebidas,7,2.55
2900,2023-02-20,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,13.6
2901,2023-06-23,Tomate Kg,Hortifrúti,3,10.01
2902,2023-06-04,Cebola Kg,Hortifrúti,10,5.93
2903,2023-01-31,Detergente Líquido 500ml,Limpeza,5,3.36
2904,2023-05-14,Suco de Laranja 1L,Bebidas,3,8.62
2905,2023-04-30,Água Sanitária 1L,Limpeza,2,4.57
2906,2023-10-23,Água Mineral 1.5L,Bebidas,1,3.65
2907,2023-05-03,Água Sanitária 1L,Limpeza,7,4.18
2908,2023-09-03,Leite Integral 1L,Laticínios e Frios,8,6.88
2909,2023-11-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,16.12
2910,2023-10-22,Suco de Laranja 1L,Bebidas,3,11.99
2911,2023-05-08,Suco de Laranja 1L,Bebidas,6,10.67
2912,2023-11-24,Queijo Mussarela Fatiado 200g,Laticínios e Frios,5,15.87
2913,2023-04-13,Água Mineral 1.5L,Bebidas,8,2.89
2914,2023-02-18,Água Mineral 1.5L,Bebidas,2,2.64
2915,2023-08-07,Suco de Laranja 1L,Bebidas,8,10.54
2916,2023-08-04,Suco de Laranja 1L,Bebidas,10,9.44
2917,2023-03-03,Cebola Kg,Hortifrúti,9,7.58
2918,2023-03-14,Feijão Carioca 1kg,Mercearia,9,8.69
2919,2023-04-30,Feijão Carioca 1kg,Mercearia,4,11.35
2920,2023-12-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,12.15
2921,2023-11-06,Banana Prata Kg,Hortifrúti,6,6.95
2922,2023-12-29,Cebola Kg,Hortifrúti,7,5.61
2923,2023-09-16,Suco de Laranja 1L,Bebidas,2,12.68
2924,2023-04-04,Sabão em Pó 1kg,Limpeza,8,23.07
2925,2023-09-18,Biscoito Recheado,Mercearia,1,4.97
2926,2023-03-01,Banana Prata Kg,Hortifrúti,10,7.26
2927,2023-06-19,Suco de Laranja 1L,Bebidas,3,11.87
2928,2023-03-08,Tomate Kg,Hortifrúti,1,9.28
2929,2023-05-07,Banana Prata Kg,Hortifrúti,1,5.01
2930,2023-10-12,Água Sanitária 1L,Limpeza,9,6.95
2931,2023-01-29,Leite Integral 1L,Laticínios e Frios,7,5.45
2932,2023-05-06,Cebola Kg,Hortifrúti,9,9.78
2933,2023-05-09,Água Sanitária 1L,Limpeza,7,5.61
2934,2023-03-23,Leite Integral 1L,Laticínios e Frios,5,6.67
2935,2023-04-13,Leite Integral 1L,Laticínios e Frios,8,7.34
2936,2023-11-03,Feijão Carioca 1kg,Mercearia,10,11.68
2937,2023-05-22,Feijão Carioca 1kg,Mercearia,1,8.15
2938,2023-08-13,Iogurte Natural Copo,Laticínios e Frios,7,5.36
2939,2023-09-27,Água Sanitária 1L,Limpeza,10,4.55
2940,2023-12-05,Arroz Branco 5kg,Mercearia,10,30.56
2941,2023-02-14,Refrigerante 2L,Bebidas,1,8.81
2942,2023-09-04,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,15.73
2943,2023-12-18,Leite Integral 1L,Laticínios e Frios,7,7.91
2944,2023-10-31,Iogurte Natural Copo,Laticínios e Frios,6,3.87
2945,2023-04-10,Arroz Branco 5kg,Mercearia,9,30.3
2946,2023-05-26,Arroz Branco 5kg,Mercearia,9,25.24
2947,2023-05-03,Banana Prata Kg,Hortifrúti,7,8.08
2948,2023-09-24,Leite Integral 1L,Laticínios e Frios,9,6.54
2949,2023-02-13,Banana Prata Kg,Hortifrúti,4,6.72
2950,2023-04-11,Cebola Kg,Hortifrúti,9,6.92
2951,2023-12-15,Iogurte Natural Copo,Laticínios e Frios,3,3.85
2952,2023-04-13,Iogurte Natural Copo,Laticínios e Frios,6,4.59
2953,2023-02-27,Queijo Mussarela Fatiado 200g,Laticínios e Frios,6,12.01
2954,2023-05-24,Banana Prata Kg,Hortifrúti,1,5.41
2955,2023-10-20,Detergente Líquido 500ml,Limpeza,9,3.63
2956,2023-06-04,Detergente Líquido 500ml,Limpeza,10,3.7
2957,2023-07-25,Água Sanitária 1L,Limpeza,8,4.71
2958,2023-10-01,Iogurte Natural Copo,Laticínios e Frios,1,4.99
2959,2023-02-25,Suco de Laranja 1L,Bebidas,3,9.2
2960,2023-12-10,Suco de Laranja 1L,Bebidas,3,11.87
2961,2023-02-19,Cebola Kg,Hortifrúti,2,5.39
2962,2023-11-07,Leite Integral 1L,Laticínios e Frios,3,7.0
2963,2023-11-27,Cebola Kg,Hortifrúti,8,7.54
2964,2023-01-09,Tomate Kg,Hortifrúti,10,11.26
2965,2023-05-19,Arroz Branco 5kg,Mercearia,1,31.59
2966,2023-09-23,Banana Prata Kg,Hortifrúti,8,5.7
2967,2023-09-07,Leite Integral 1L,Laticínios e Frios,10,7.18
2968,2023-10-20,Água Mineral 1.5L,Bebidas,2,3.31
2969,2023-05-27,Água Mineral 1.5L,Bebidas,2,2.98
2970,2023-05-14,Cebola Kg,Hortifrúti,10,9.77
2971,2023-03-09,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,14.87
2972,2023-08-04,Arroz Branco 5kg,Mercearia,2,26.41
2973,2023-05-08,Cebola Kg,Hortifrúti,8,6.18
2974,2023-02-13,Leite Integral 1L,Laticínios e Frios,7,5.15
2975,2023-08-05,Banana Prata Kg,Hortifrúti,8,5.22
2976,2023-09-24,Tomate Kg,Hortifrúti,2,6.7
2977,2023-04-15,Iogurte Natural Copo,Laticínios e Frios,4,5.49
2978,2023-01-26,Refrigerante 2L,Bebidas,7,10.13
2979,2023-07-05,Sabão em Pó 1kg,Limpeza,3,20.18
2980,2023-03-18,Arroz Branco 5kg,Mercearia,1,33.01
2981,2023-05-06,Água Mineral 1.5L,Bebidas,9,3.28
2982,2023-05-31,Biscoito Recheado,Mercearia,6,4.59
2983,2023-07-17,Leite Integral 1L,Laticínios e Frios,7,5.63
2984,2023-12-16,Tomate Kg,Hortifrúti,8,11.9
2985,2023-12-01,Suco de Laranja 1L,Bebidas,5,10.51
2986,2023-08-31,Refrigerante 2L,Bebidas,8,7.55
2987,2023-06-07,Iogurte Natural Copo,Laticínios e Frios,3,5.18
2988,2023-08-31,Cebola Kg,Hortifrúti,5,7.72
2989,2023-08-29,Detergente Líquido 500ml,Limpeza,6,2.91
2990,2023-03-20,Banana Prata Kg,Hortifrúti,7,8.46
2991,2023-05-07,Arroz Branco 5kg,Mercearia,8,31.78
2992,2023-04-06,Biscoito Recheado,Mercearia,9,4.72
2993,2023-06-04,Iogurte Natural Copo,Laticínios e Frios,5,4.61
2994,2023-05-01,Água Sanitária 1L,Limpeza,3,4.39
2995,2023-01-18,Água Mineral 1.5L,Bebidas,10,2.05
2996,2023-09-18,Iogurte Natural Copo,Laticínios e Frios,8,3.69
2997,2023-04-09,Água Mineral 1.5L,Bebidas,4,2.34
2998,2023-04-04,Sabão em Pó 1kg,Limpeza,2,24.21
2999,2023-02-04,Feijão Carioca 1kg,Mercearia,2,8.33
3000,2023-03-20,Tomate Kg,Hortifrúti,1,6.9
3001,2023-02-28,Detergente Líquido 500ml,Limpeza,6,3.27
3002,2023-07-15,Iogurte Natural Copo,Laticínios e Frios,2,5.21
3003,2023-04-05,Feijão Carioca 1kg,Mercearia,6,9.25
3004,2023-08-27,Água Sanitária 1L,Limpeza,8,5.46
3005,2023-05-04,Água Sanitária 1L,Limpeza,3,6.36
3006,2023-02-14,Tomate Kg,Hortifrúti,10,10.5
3007,2023-05-02,Iogurte Natural Copo,Laticínios e Frios,6,5.99
3008,2023-03-05,Sabão em Pó 1kg,Limpeza,1,19.79
3009,2023-04-06,Sabão em Pó 1kg,Limpeza,2,16.91
3010,2023-10-09,Água Sanitária 1L,Limpeza,2,5.24
3011,2023-12-20,Banana Prata Kg,Hortifrúti,4,8.49
3012,2023-05-08,Refrigerante 2L,Bebidas,6,7.1
3013,2023-04-09,Sabão em Pó 1kg,Limpeza,8,20.98
3014,2023-07-07,Arroz Branco 5kg,Mercearia,9,25.58
3015,2023-08-09,Banana Prata Kg,Hortifrúti,5,7.25
3016,2023-09-25,Água Mineral 1.5L,Bebidas,10,2.62
3017,2023-12-23,Suco de Laranja 1L,Bebidas,8,12.95
3018,2023-08-04,Leite Integral 1L,Laticínios e Frios,7,7.55
3019,2023-06-21,Detergente Líquido 500ml,Limpeza,8,3.73
3020,2023-01-18,Iogurte Natural Copo,Laticínios e Frios,4,5.52
3021,2023-06-26,Queijo Mussarela Fatiado 200g,Laticínios e Frios,10,16.91
3022,2023-06-24,Iogurte Natural Copo,Laticínios e Frios,3,3.87
3023,2023-06-01,Detergente Líquido 500ml,Limpeza,6,2.25
3024,2023-06-13,Iogurte Natural Copo,Laticínios e Frios,9,5.02
3025,2023-03-21,Sabão em Pó 1kg,Limpeza,7,17.8
3026,2023-04-27,Banana Prata Kg,Hortifrúti,6,7.56
3027,2023-03-17,Leite Integral 1L,Laticínios e Frios,9,5.81
3028,2023-07-09,Iogurte Natural Copo,Laticínios e Frios,10,5.25
3029,2023-10-19,Detergente Líquido 500ml,Limpeza,9,2.28
3030,2023-12-12,Sabão em Pó 1kg,Limpeza,5,22.21
3031,2023-07-16,Biscoito Recheado,Mercearia,3,4.16
3032,2023-03-06,Suco de Laranja 1L,Bebidas,8,8.74
3033,2023-04-03,Sabão em Pó 1kg,Limpeza,4,21.17
3034,2023-01-23,Água Mineral 1.5L,Bebidas,6,2.41
3035,2023-08-03,Água Sanitária 1L,Limpeza,6,4.58
3036,2023-12-02,Sabão em Pó 1kg,Limpeza,8,20.47
3037,2023-08-14,Leite Integral 1L,Laticínios e Frios,10,7.98
3038,2023-12-08,Tomate Kg,Hortifrúti,5,9.54
3039,2023-01-05,Arroz Branco 5kg,Mercearia,8,28.34
3040,2023-05-31,Detergente Líquido 500ml,Limpeza,2,3.5
3041,2023-09-09,Banana Prata Kg,Hortifrúti,8,8.96
3042,2023-02-14,Feijão Carioca 1kg,Mercearia,9,10.85
3043,2023-05-28,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,12.05
3044,2023-03-16,Leite Integral 1L,Laticínios e Frios,10,5.14
3045,2023-09-11,Refrigerante 2L,Bebidas,8,8.69
3046,2023-01-26,Leite Integral 1L,Laticínios e Frios,5,6.81
3047,2023-04-06,Água Sanitária 1L,Limpeza,4,6.97
3048,2023-10-19,Água Mineral 1.5L,Bebidas,1,2.07
3049,2023-03-08,Iogurte Natural Copo,Laticínios e Frios,9,4.67
3050,2023-10-23,Água Mineral 1.5L,Bebidas,3,3.78
3051,2023-11-06,Arroz Branco 5kg,Mercearia,8,27.25
3052,2023-08-19,Leite Integral 1L,Laticínios e Frios,6,5.79
3053,2023-01-31,Sabão em Pó 1kg,Limpeza,7,17.16
3054,2023-11-14,Sabão em Pó 1kg,Limpeza,5,17.19
3055,2023-06-12,Sabão em Pó 1kg,Limpeza,5,16.12
3056,2023-06-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,9,16.55
3057,2023-10-07,Água Mineral 1.5L,Bebidas,5,2.15
3058,2023-12-08,Sabão em Pó 1kg,Limpeza,6,17.78
3059,2023-12-08,Refrigerante 2L,Bebidas,10,9.4
3060,2023-08-29,Água Mineral 1.5L,Bebidas,8,3.87
3061,2023-04-03,Detergente Líquido 500ml,Limpeza,6,4.35
3062,2023-12-30,Arroz Branco 5kg,Mercearia,6,30.81
3063,2023-08-08,Detergente Líquido 500ml,Limpeza,5,2.76
3064,2023-03-27,Biscoito Recheado,Mercearia,1,3.09
3065,2023-11-12,Sabão em Pó 1kg,Limpeza,4,16.93
3066,2023-10-26,Suco de Laranja 1L,Bebidas,3,10.25
3067,2023-07-25,Cebola Kg,Hortifrúti,5,5.22
3068,2023-07-28,Arroz Branco 5kg,Mercearia,6,27.5
3069,2023-02-12,Sabão em Pó 1kg,Limpeza,7,20.26
3070,2023-03-21,Feijão Carioca 1kg,Mercearia,10,8.5
3071,2023-12-08,Queijo Mussarela Fatiado 200g,Laticínios e Frios,8,16.97
3072,2023-04-21,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,14.42
3073,2023-03-28,Suco de Laranja 1L,Bebidas,3,10.43
3074,2023-03-23,Água Sanitária 1L,Limpeza,6,6.86
3075,2023-03-10,Cebola Kg,Hortifrúti,1,5.53
3076,2023-07-06,Tomate Kg,Hortifrúti,6,8.38
3077,2023-03-05,Suco de Laranja 1L,Bebidas,8,8.76
3078,2023-11-11,Iogurte Natural Copo,Laticínios e Frios,9,5.41
3079,2023-01-07,Banana Prata Kg,Hortifrúti,4,7.78
3080,2023-11-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,2,15.13
3081,2023-08-11,Feijão Carioca 1kg,Mercearia,2,8.31
3082,2023-12-11,Suco de Laranja 1L,Bebidas,6,9.91
3083,2023-12-28,Banana Prata Kg,Hortifrúti,9,5.99
3084,2023-01-30,Iogurte Natural Copo,Laticínios e Frios,9,3.5
3085,2023-12-22,Biscoito Recheado,Mercearia,2,3.69
3086,2023-01-23,Cebola Kg,Hortifrúti,4,6.94
3087,2023-10-25,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,16.11
3088,2023-02-23,Refrigerante 2L,Bebidas,8,8.98
3089,2023-05-25,Feijão Carioca 1kg,Mercearia,2,11.37
3090,2023-12-05,Banana Prata Kg,Hortifrúti,1,7.5
3091,2023-07-08,Arroz Branco 5kg,Mercearia,6,28.7
3092,2023-09-05,Arroz Branco 5kg,Mercearia,4,31.41
3093,2023-11-11,Leite Integral 1L,Laticínios e Frios,2,7.73
3094,2023-02-13,Iogurte Natural Copo,Laticínios e Frios,4,5.99
3095,2023-08-04,Banana Prata Kg,Hortifrúti,10,7.22
3096,2023-07-27,Iogurte Natural Copo,Laticínios e Frios,1,3.87
3097,2023-05-01,Detergente Líquido 500ml,Limpeza,8,4.26
3098,2023-02-22,Água Mineral 1.5L,Bebidas,5,3.71
3099,2023-11-09,Água Mineral 1.5L,Bebidas,2,2.16
3100,2023-07-10,Detergente Líquido 500ml,Limpeza,7,3.06
3101,2023-08-09,Suco de Laranja 1L,Bebidas,1,8.76
3102,2023-06-04,Leite Integral 1L,Laticínios e Frios,6,5.04
3103,2023-11-07,Queijo Mussarela Fatiado 200g,Laticínios e Frios,3,12.93
3104,2023-05-16,Suco de Laranja 1L,Bebidas,7,11.25
3105,2023-02-14,Biscoito Recheado,Mercearia,6,4.3
3106,2023-09-25,Suco de Laranja 1L,Bebidas,8,10.72
3107,2023-03-27,Sabão em Pó 1kg,Limpeza,3,20.63
3108,2023-04-28,Cebola Kg,Hortifrúti,7,7.79
3109,2023-02-18,Feijão Carioca 1kg,Mercearia,5,8.48
3110,2023-08-08,Suco de Laranja 1L,Bebidas,10,12.12
3111,2023-06-01,Cebola Kg,Hortifrúti,1,8.68
3112,2023-02-18,Água Mineral 1.5L,Bebidas,7,3.79
3113,2023-07-04,Biscoito Recheado,Mercearia,3,3.3
3114,2023-07-29,Feijão Carioca 1kg,Mercearia,6,10.79
3115,2023-11-10,Suco de Laranja 1L,Bebidas,4,8.1
3116,2023-09-26,Cebola Kg,Hortifrúti,8,5.61
3117,2023-03-31,Arroz Branco 5kg,Mercearia,1,34.2
3118,2023-05-29,Sabão em Pó 1kg,Limpeza,7,23.48
3119,2023-08-17,Cebola Kg,Hortifrúti,5,6.13
3120,2023-10-09,Água Mineral 1.5L,Bebidas,5,3.55
3121,2023-04-03,Sabão em Pó 1kg,Limpeza,4,19.83
3122,2023-05-22,Biscoito Recheado,Mercearia,9,4.8
3123,2023-05-01,Leite Integral 1L,Laticínios e Frios,4,5.15
3124,2023-11-05,Leite Integral 1L,Laticínios e Frios,10,6.39
3125,2023-04-15,Detergente Líquido 500ml,Limpeza,10,4.43
3126,2023-08-14,Água Sanitária 1L,Limpeza,3,5.34
3127,2023-11-24,Iogurte Natural Copo,Laticínios e Frios,5,3.04
3128,2023-10-17,Biscoito Recheado,Mercearia,2,4.87
3129,2023-12-13,Água Sanitária 1L,Limpeza,10,4.7
3130,2023-08-14,Cebola Kg,Hortifrúti,7,5.77
3131,2023-08-16,Suco de Laranja 1L,Bebidas,4,10.46
3132,2023-06-29,Sabão em Pó 1kg,Limpeza,10,20.38
3133,2023-07-30,Queijo Mussarela Fatiado 200g,Laticínios e Frios,1,15.72
3134,2023-06-19,Detergente Líquido 500ml,Limpeza,8,2.18
3135,2023-05-17,Feijão Carioca 1kg,Mercearia,9,9.99
3136,2023-08-29,Tomate Kg,Hortifrúti,9,7.38
3137,2023-07-31,Cebola Kg,Hortifrúti,3,7.9
3138,2023-09-12,Feijão Carioca 1kg,Mercearia,2,8.71
3139,2023-06-22,Água Mineral 1.5L,Bebidas,5,3.73
3140,2023-01-05,Arroz Branco 5kg,Mercearia,6,26.49
3141,2023-07-14,Cebola Kg,Hortifrúti,6,5.51
3142,2023-11-23,Água Mineral 1.5L,Bebidas,10,2.05
3143,2023-03-10,Queijo Mussarela Fatiado 200g,Laticínios e Frios,4,15.66
3144,2023-04-20,Feijão Carioca 1kg,Mercearia,1,10.0
3145,2023-05-30,Água Sanitária 1L,Limpeza,2,4.8
3146,2023-12-19,Cebola Kg,Hortifrúti,8,7.38
3147,2023-05-21,Água Sanitária 1L,Limpeza,7,6.5
3148,2023-12-03,Leite Integral 1L,Laticínios e Frios,7,6.13
3149,2023-01-15,Cebola Kg,Hortifrúti,2,8.3
3150,2023-03-20,Iogurte Natural Copo,Laticínios e Frios,2,5.04
3151,2023-08-04,Leite Integral 1L,Laticínios e Frios,2,8.0
